benchmark                                                    timed_out time                  exec_time            solver_time
benchmarks/commits/unset_var_set_u_2/posix.sh                False     0.012677042046561837  0.008877542102709413 0.0037994999438524246
benchmarks/commits/makefile/posix.sh                         False     0.3757484999950975    0.13789512496441603  0.2378533750306815
benchmarks/commits/debootstrap_2/posix.sh                    True      37.493020582711324    30.22006949991919    7.272951082792133
benchmarks/commits/debootstrap/posix.sh                      True      38.30170054198243     32.7795926250983     5.522107916884124
benchmarks/commits/const_cond/posix.sh                       False     0.16417787387035787   0.16407508286647499  0.00010279100388288498
benchmarks/commits/unset_var_set_u_1/posix.sh                True      31.784402209101245    1.7429735420737416   30.041428667027503
benchmarks/commits/ignored_command_v/posix.sh                True      46.96637420798652     16.931244499981403   30.035129708005115
benchmarks/commits/unset_var_3/posix.sh                      True      33.07058216701262     2.9441182089503855   30.12646395806223
benchmarks/commits/unset_var_2/posix.sh                      False     0.04684766614809632   0.014158416073769331 0.03268925007432699
benchmarks/commits/unset_var_5/posix.sh                      False     4.85584079194814      3.718690332956612    1.1371504589915276
benchmarks/commits/unset_func/posix.sh                       False     0.10588633292354643   0.10579370800405741  9.262491948902607e-05
benchmarks/milestone_2/unset_var-const_if-dead_code/posix.sh False     0.009291292168200016  0.006304292008280754 0.002987000159919262
benchmarks/milestone_2/loop_once-loop_once/posix.sh          False     0.024938624119386077  0.024865082930773497 7.35411886125803e-05
benchmarks/milestone_2/rm_root/posix.sh                      False     0.026216584024950862  0.013875833945348859 0.012340750079602003
benchmarks/milestone_2/loop_once/posix.sh                    False     0.0026274172123521566 0.002583542140200734 4.38750721514225e-05
benchmarks/high_profile/c02-n/posix.sh                       True      60.47400691709481     30.45453833299689    30.019468584097922
benchmarks/high_profile/c01-bumblebee/posix.sh               True      60.49116437509656     30.379698375007138   30.111466000089422
benchmarks/high_profile/c03-backup_manager/posix.sh          True      61.78955587511882     31.776567167136818   30.012988707982004
benchmarks/high_profile/w00-itunes/posix.sh                  False     0.017920707818120718  0.005196624901145697 0.012724082916975021
benchmarks/high_profile/w01-squid/posix.sh                   True      65.98423999990337     33.0283764579799     32.95586354192346
benchmarks/high_profile/c00-steam/posix.sh                   True      60.75066879182123     30.157711791805923   30.592957000015303
benchmarks/web_forums/rm_root_2/posix.sh                     False     15.338721666950732    1.656084000132978    13.682637666817755
benchmarks/web_forums/capturing_empty_output/posix.sh        False     0.006936625111848116  0.006874999962747097 6.16251491010189e-05
benchmarks/web_forums/unexpected_stdin/posix.sh              False     0.017106958897784352  0.011385124875232577 0.005721834022551775
benchmarks/web_forums/unset_var-cmd_always_fails/posix.sh    False     0.9244692092761397    0.21924391714856029  0.7052252921275795
benchmarks/web_forums/unset_var/posix.sh                     False     0.012399499770253897  0.003660916816443205 0.008738582953810692
benchmarks/simple_fs/cd_into_file/posix.sh                   False     0.14766479097306728   0.0693738330155611   0.07829095795750618
benchmarks/simple_fs/access_after_mv/posix.sh                False     0.7217957908287644    0.14141045790165663  0.5803853329271078
benchmarks/simple_fs/overwrite_file/posix.sh                 False     0.02599725010804832   0.009738875087350607 0.016258375020697713
benchmarks/simple_fs/overwrite_file_4/posix.sh               False     0.041858250042423606  0.013623125152662396 0.02823512488976121
benchmarks/simple_fs/overwrite_file_3/posix.sh               False     0.17072883318178356   0.05090708308853209  0.11982175009325147
benchmarks/simple_fs/overwrite_file_2/posix.sh               False     0.11005241586826742   0.011879540979862213 0.0981728748884052
benchmarks/simple_fs/access_del_resource/posix.sh            False     0.09167833277024329   0.029267707839608192 0.062410624930635095
benchmarks/milestone_1/const_loop/posix.sh                   False     0.027036082930862904  0.013514832826331258 0.013521250104531646
benchmarks/milestone_1/redir_to_func-redir_to_func/posix.sh  False     0.04200216615572572   0.013958791038021445 0.028043375117704272
benchmarks/milestone_1/unset_var_1/posix.sh                  False     0.10676670889370143   0.08333041681908071  0.023436292074620724
benchmarks/milestone_1/loop_once-useless_test/posix.sh       False     0.01470141694881022   0.005999125074595213 0.008702291874215007
