benchmark,tool,timed_out,crashed,time,exec_time,solver_time,actual_results,line_numbers,issue_codes,issue_severities,issue_messages_json,issue_count,ast_nodes_total,ast_nodes_interpreted,ast_coverage_pct
/users/vagos/resash/benchmarks/_not_integrated/koala/covid/clean.sh,sash,False,False,2.035436295089312,0.3396866280818358,1.695749667007476,L3:loop_once;L16:const_cond,3;16,loop_once;const_cond,warning;warning,"[""loop for [a, r, g] in [[Q([V(Normal,False,@,[])])]]; do (Case: [Q([V(Normal,False,arg,[])])], cases[1]) runs only once"", ""condition [[Field(content=SymStr(parts=('[',)), count=WordCount(min=1, max=1)), Field(content=SymStr(parts=('true',)), count=WordCount(min=1, max=1)), Field(content=SymStr(parts=('=',)), count=WordCount(min=1, max=1)), Field(content=SymStr(parts=('true',)), count=WordCount(min=1, max=1)), Field(content=SymStr(parts=(']',)), count=WordCount(min=1, max=1))]] is always true or false""]",2,28,28,100.0
/users/vagos/resash/benchmarks/_not_integrated/koala/covid/execute.sh,sash,False,False,87.59796919999644,21.25859330606181,66.33937589393463,L9:infinite_loop;L26:const_cond;L26:dead_code;L42:cmd_expected_path_state,9;26;26;42,infinite_loop;const_cond;dead_code;cmd_expected_path_state,error;warning;warning;error,"[""condition for loop While: test: Command: [[[], [V(Normal,False,#,[])], [-, g, t], [0], []]], do: Case: [Q([V(Normal,False,1,[])])], cases[4] never changes, causing an infinite loop"", ""condition [[Field(content=SymStr(parts=('[',)), count=WordCount(min=1, max=1)), Field(content=SymStr(parts=('-z',)), count=WordCount(min=1, max=1)), Field(content=SymStr(parts=('',)), count=WordCount(min=1, max=1)), Field(content=SymStr(parts=(']',)), count=WordCount(min=1, max=1))]] is always true or false"", ""Command: [], ass[[selected_scripts=[Q([V(Normal,False,selected_scripts,[]),  , V(Normal,False,1,[])])]]] is unreachable and will never be executed"", ""command 'mkdir' expects paths that are non-files, but one or more of (Field(content=CompletelyArbitrary(s`(Frozen(Q([V(Normal,False,outp`, ArbitraryType.APPROXIMATION, state<5902507473781>, pre:None, suf:None, quoted:False, maybe_empty:True), count=WordCount(min=0, max=inf)),) are not""]",4,128,128,100.0
/users/vagos/resash/benchmarks/_not_integrated/koala/covid/fetch.sh,sash,False,False,2.1789435549871996,0.706739054992795,1.4722044999944046,L7:cmd_expected_path_state;L10:loop_once,7;10,cmd_expected_path_state;loop_once,error;warning,"[""command 'mkdir' expects paths that are non-files, but one or more of (Field(content=CompletelyArbitrary(s`Frozen(B(Command: [[g, i, t], `, ArbitraryType.APPROXIMATION, state<-4887079858597822709>, pre:None, suf:SymStr(parts=('/covid/inputs',)), quoted:True, maybe_empty:True), count=WordCount(min=1, max=1)),) are not"", ""loop for [a, r, g] in [[Q([V(Normal,False,@,[])])]]; do (Case: [Q([V(Normal,False,arg,[])])], cases[2]) runs only once""]",2,54,54,100.0
/users/vagos/resash/benchmarks/_not_integrated/koala/covid/install.sh,sash,False,False,0.7044787999475375,0.6858967919833958,0.0185820079641416,,,,,[],0,16,16,100.0
/users/vagos/resash/benchmarks/_not_integrated/koala/covid/scripts/1.sh,sash,False,False,0.1130481340223923,0.0906734940363094,0.0223746399860829,,,,,[],0,36,36,100.0
/users/vagos/resash/benchmarks/_not_integrated/koala/covid/scripts/2.sh,sash,False,False,0.1474274080246687,0.1190512820612639,0.0283761259634047,,,,,[],0,38,38,100.0
/users/vagos/resash/benchmarks/_not_integrated/koala/covid/scripts/3.sh,sash,False,False,0.1357896761037409,0.1128175921039655,0.0229720839997753,,,,,[],0,38,38,100.0
/users/vagos/resash/benchmarks/_not_integrated/koala/covid/scripts/4.sh,sash,False,False,0.1290390489157289,0.1057626049732789,0.0232764439424499,,,,,[],0,36,36,100.0
/users/vagos/resash/benchmarks/_not_integrated/koala/covid/scripts/5.sh,sash,False,False,0.0597390739712864,0.0502474219538271,0.0094916520174592,,,,,[],0,36,36,100.0
/users/vagos/resash/benchmarks/_not_integrated/koala/covid/validate.sh,sash,False,False,5.604975179885514,2.1460171149810776,3.4589580649044365,L8:infinite_loop;L30:const_cond;L30:dead_code;L48:unbound;L52:loop_once;L61:cmd_expected_path_state,8;30;30;48;52;61,infinite_loop;const_cond;dead_code;unbound;loop_once;cmd_expected_path_state,error;warning;warning;error;warning;error,"[""condition for loop While: test: Command: [[[], [V(Normal,False,#,[])], [-, g, t], [0], []]], do: Case: [Q([V(Normal,False,1,[])])], cases[5] never changes, causing an infinite loop"", ""condition [[Field(content=SymStr(parts=('[',)), count=WordCount(min=1, max=1)), Field(content=SymStr(parts=('-z',)), count=WordCount(min=1, max=1)), Field(content=SymStr(parts=('',)), count=WordCount(min=1, max=1)), Field(content=SymStr(parts=(']',)), count=WordCount(min=1, max=1))]] is always true or false"", ""Command: [], ass[[selected_scripts=[Q([V(Normal,False,selected_scripts,[]),  , V(Normal,False,1,[])])]]] is unreachable and will never be executed"", ""no definition found for ${selected_scripts}"", ""loop for [s, e, l, e, c, t, e, d] in [[V(Normal,False,selected_scripts,[])]]; do (If: Command: [[[], [Q([V(Normal,False,selected,[])])], [=], [Q([V(Normal,False,script_num,[])])], []]], then: Command: [[r, e, t, u, r, n], [0]]) runs only once"", ""command 'mkdir' expects paths that are non-files, but one or more of (Field(content=CompletelyArbitrary(s`Frozen(B(Command: [[g, i, t], `, ArbitraryType.APPROXIMATION, state<-4887079858597822709>, pre:None, suf:SymStr(parts=('/covid', '/hashes')), quoted:True, maybe_empty:True), count=WordCount(min=1, max=1)),) are not""]",6,220,220,100.0
