benchmark,kind,missing_gt,crashed,timed_out,time,exec_time,solver_time,detected_all,expected_results,actual_results,shellcheck_codes,line_numbers,ast_nodes_total,ast_nodes_interpreted,ast_coverage_pct
/users/ubuntu/sash/benchmarks/bugs_and_variants/c-unset_var_5/posix.sh,buggy,False,False,False,14.523095827000362,8.18505007299973,6.338045754000632,True,L85:unbound,L10:unbound;L22:unbound;L28:const_cond;L28:dead_code;L28:dead_code;L30:const_cond;L30:dead_code;L36:unbound;L36:dead_code;L37:dead_code;L38:dead_code;L39:dead_code;L61:cmd_expected_path_state;L68:cmd_expected_path_state;L71:cmd_expected_path_state;L79:cmd_expected_path_state;L85:unbound;L100:unbound;L114:unbound;L174:unbound,SC2153,10;22;28;28;28;30;30;36;36;37;38;39;61;68;71;79;85;100;114;174,216,214,99.07407407407408
/users/ubuntu/sash/benchmarks/bugs_and_variants/hp-backup_manager/posix.sh,buggy,False,False,True,32.223487062998175,17.21503086699886,15.008456195999315,True,L179:const_cond,L32:unbound;L39:unbound;L43:unbound;L43:unbound;L43:unbound;L65:unbound;L66:unbound;L66:unbound;L68:unbound;L81:unbound;L85:word_split;L91:word_split;L95:word_split;L110:unbound;L134:unbound;L134:unbound;L140:unbound;L146:unbound;L152:unbound;L160:unbound;L167:unbound;L167:dead_code;L170:unbound;L171:unbound;L171:unbound;L171:unbound;L171:unbound;L179:const_cond;L179:dead_code;L183:word_split;L190:unbound;L205:word_split;L207:word_split;L227:unbound;L227:unbound;L227:unbound;L228:unbound;L246:unbound;L246:loop_once;L296:unbound;L318:unbound;L319:unbound;L344:unbound;L365:unbound;L388:unbound;L451:unbound;L454:unbound;L465:unbound;L474:unbound;L478:unbound;L479:unbound;L479:unbound;L479:unbound;L479:unbound;L519:unbound;L527:word_split;L538:word_split;L546:word_split;L563:unbound;L577:unbound;L584:unbound;L590:unbound;L621:unbound;L711:unbound;L719:unbound;L719:unbound;L719:unbound;L781:unbound;L802:unbound;L861:unbound;L870:unbound;L886:unbound;L890:unbound;L890:unbound;L890:unbound;L896:unbound;L908:unbound;L910:unbound;L914:unbound;L939:unbound;L944:unbound;L958:unbound;L961:unbound;L961:unbound;L961:unbound;L961:unbound;L962:unbound;L964:unbound;L979:word_split;L989:unbound;L993:unbound;L1001:unbound,SC2181,32;39;43;43;43;65;66;66;68;81;85;91;95;110;134;134;140;146;152;160;167;167;170;171;171;171;171;179;179;183;190;205;207;227;227;227;228;246;246;296;318;319;344;365;388;451;454;465;474;478;479;479;479;479;519;527;538;546;563;577;584;590;621;711;719;719;719;781;802;861;870;886;890;890;890;896;908;910;914;939;944;958;961;961;961;961;962;964;979;989;993;1001,1190,1139,95.71428571428571
/users/ubuntu/sash/benchmarks/bugs_and_variants/wf-claude6/posix.sh,buggy,False,False,False,0.24507792400072503,0.06333595199976116,0.18174197200096387,True,L0:del_user_dir,L0:del_user_dir,,0,3,3,100.0
/users/ubuntu/sash/benchmarks/bugs_and_variants/wf-capturing_empty_output/posix.sh,buggy,False,False,False,0.141165637998710734,0.10990064500037988,0.031264992998330854,True,L10:capturing_empty_output,L1:cmd_expected_path_state;L10:capturing_empty_output,,1;10,18,18,100.0
/users/ubuntu/sash/benchmarks/bugs_and_variants/m1-redir_to_func-redir_to_func/posix.sh,buggy,False,False,False,0.34478874399974302,0.21961480800018762,0.1251739359995554,True,L25:redir_func;L25:redir_func,L12:unbound;L12:unbound;L12:unbound;L18:unbound;L25:redir_func;L25:redir_func;L28:cmd_expected_path_state,;,12;12;12;18;25;25;28,40,40,100.0
/users/ubuntu/sash/benchmarks/bugs_and_variants/m2-loop_once/posix.sh,buggy,False,False,False,0.04418052099936176,0.0366010269990511,0.00757949400031066,True,L6:loop_once,L6:loop_once,,6,8,8,100.0
/users/ubuntu/sash/benchmarks/bugs_and_variants/wf-empty_path/posix.sh,buggy,False,False,False,0.38224274599815544,0.18098675699911837,0.20125598899903707,True,L21:not_a_command;L22:not_a_command;L23:not_a_command;L24:not_a_command;L25:not_a_command;L26:not_a_command;L27:not_a_command;L28:not_a_command;L29:not_a_command;L30:not_a_command;L31:not_a_command;L32:not_a_command,L21:not_a_command;L22:not_a_command;L23:not_a_command;L24:not_a_command;L25:not_a_command;L26:not_a_command;L27:not_a_command;L28:not_a_command;L29:not_a_command;L30:not_a_command;L31:not_a_command;L32:not_a_command,;;;;;;;;;;;,21;22;23;24;25;26;27;28;29;30;31;32,13,13,100.0
/users/ubuntu/sash/benchmarks/bugs_and_variants/c-unset_func/posix.sh,buggy,False,False,False,4.5628053949985769,3.751956350999535,0.8108490439990419,True,L75:function_use_before_def,L5:dead_code;L6:unbound;L6:unbound;L13:unbound;L17:unbound;L19:unbound;L27:unbound;L33:unbound;L33:unbound;L46:unbound;L49:unbound;L54:unbound;L61:unbound;L64:unbound;L69:unbound;L75:function_use_before_def;L104:word_split;L104:word_split,SC2218,5;6;6;13;17;19;27;33;33;46;49;54;61;64;69;75;104;104,226,226,100.0
/users/ubuntu/sash/benchmarks/bugs_and_variants/sf-cd_into_file/posix.sh,buggy,False,False,False,1.6484936050001125,0.3631037800005288,1.2853898249995837,True,L12:cmd_expected_path_state,L0:del_user_dir;L12:cmd_expected_path_state;L22:del_sys_file,,0;12;22,51,51,100.0
/users/ubuntu/sash/benchmarks/bugs_and_variants/wf-claude2/posix.sh,buggy,False,False,False,0.134741300000314366,0.058563016000334756,0.07617828399997961,True,L3:cmd_expected_path_state;L5:del_sys_file,L3:cmd_expected_path_state;L5:del_sys_file,;,3;5,3,3,100.0
